Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,PHID,NPHI,VSH,Bulk Density,Predicted_PE
6,C LM,KIMZEY A,3126.0,35.619,1.204,4.842,4.388,,2,0.643,1.967,6.808999999999999,0.07256389582935661,2.577598,4.51749
5,C LM,KIMZEY A,3126.5,36.917,1.02,4.677,5.6255,,2,0.631,3.287,7.9639999999999995,0.07626189099176356,2.5571792500000003,4.529279999999998
6,C LM,KIMZEY A,3127.0,33.366,1.026,5.255,6.3825,,2,0.619,3.7550000000000003,9.01,0.06614511069769032,2.5446887499999997,4.35098
6,C LM,KIMZEY A,3127.5,26.31,1.217,4.02,6.233,,2,0.607,4.223,8.242999999999999,0.04604260386722546,2.5471554999999997,4.3155399999999995
6,C LM,KIMZEY A,3128.0,23.061,1.353,2.136,6.501,,2,0.595,5.433,7.569000000000001,0.03678621998227926,2.5427334999999998,4.27972
9,C LM,KIMZEY A,3128.5,20.498,1.505,1.321,6.4785,,2,0.583,5.8180000000000005,7.139,0.02948424648362826,2.54310475,5.007410000000003
9,C LM,KIMZEY A,3129.0,19.037,1.451,2.056,7.122,,2,0.571,6.093999999999999,8.15,0.025321865179871283,2.5324869999999997,5.258310000000002
9,C LM,KIMZEY A,3129.5,19.16,1.162,2.586,7.607,,2,0.56,6.314,8.9,0.025672291531932963,2.5244845000000002,5.3662399999999995
9,C LM,KIMZEY A,3130.0,20.461,1.031,2.503,8.6935,,2,0.548,7.442,9.945,0.02937883367853653,2.5065572499999997,5.0986199999999995
9,C LM,KIMZEY A,3130.5,23.425,0.791,4.017,9.9725,,2,0.536,7.964,11.981,0.03782325406480324,2.4854537499999996,5.469779999999999
9,C LM,KIMZEY A,3131.0,31.562,0.759,5.805,9.5265,,2,0.524,6.6240000000000006,12.429,0.06100552420078577,2.4928127499999997,5.586950000000001
9,C LM,KIMZEY A,3131.5,43.298,0.759,6.603,8.8445,,2,0.512,5.543,12.146,0.09444132637798754,2.50406575,5.176849999999998
6,C LM,KIMZEY A,3132.0,60.579,0.77,7.675,8.3355,,2,0.5,4.497999999999999,12.173,0.14367480434528676,2.5124642500000003,4.3291
4,C LM,KIMZEY A,3132.5,65.001,0.737,8.473,9.2295,,2,0.488,4.992999999999999,13.466000000000001,0.15627305905111383,2.49771325,4.603250000000004
4,C LM,KIMZEY A,3133.0,65.014,0.677,9.904,12.311,,2,0.476,7.359,17.262999999999998,0.1563100959826325,2.4468685,3.7969699999999964
4,C LM,KIMZEY A,3133.5,61.49,0.688,10.134,12.141,,2,0.464,7.074,17.208,0.14627023854632895,2.4496735,3.8973699999999973
4,C LM,KIMZEY A,3134.0,63.557,0.721,11.019,12.1385,,2,0.452,6.6290000000000004,17.648,0.1521591106578044,2.44971475,4.070120000000001
4,C LM,KIMZEY A,3134.5,66.737,0.693,11.581,12.1595,,2,0.44,6.369,17.95,0.16121891390622817,2.44936825,3.8546799999999974
4,C LM,KIMZEY A,3135.0,69.863,0.683,10.454,12.916,,2,0.429,7.689,18.143,0.17012487143911273,2.4368860000000003,3.8356599999999985
4,C LM,KIMZEY A,3135.5,79.245,0.677,10.619,12.9435,,2,0.417,7.634,18.253,0.19685414001669513,2.43643225,3.7273699999999974
4,C LM,KIMZEY A,3136.0,86.023,0.688,10.949,11.7335,,2,0.405,6.2589999999999995,17.208,0.21616462631160596,2.45639725,3.8230199999999974
6,C LM,KIMZEY A,3136.5,101.037,0.732,10.179,12.0085,,2,0.393,6.919,17.098,0.258939433220988,2.45185975,4.0644500000000034
6,C LM,KIMZEY A,3137.0,153.374,0.748,8.198,13.439,,2,0.381,9.34,17.538,0.4080472705205968,2.4282565,4.044430000000002
6,C LM,KIMZEY A,3137.5,144.117,0.672,9.188,13.439,,2,0.369,8.844999999999999,18.033,0.3816741262845405,2.4282565,3.7594300000000005
4,C LM,KIMZEY A,3138.0,245.36,0.721,9.642,13.927,,2,0.357,9.106,18.747999999999998,0.67011489995755,2.4202044999999996,4.097130000000002
9,A1 SH,Recruit F9,2902.0,64.21,0.471,10.2,10.935,,2,0.256,5.835000000000001,16.035,0.1540195042179367,2.4695725,5.933929999999999
9,A1 SH,Recruit F9,2902.5,63.82,0.467,11.2,10.655,,2,0.231,5.055,16.255,0.1529083962723753,2.4741924999999996,5.839299999999998
9,A1 SH,Recruit F9,2903.0,64.74,0.458,15.1,12.705,,2,0.205,5.155,20.255,0.15552947142600732,2.4403675000000002,5.8106399999999985
9,A1 LM,Recruit F9,2907.0,32.58,0.29,10.3,14.52,,2,1.0,9.37,19.67,0.06390580083817425,2.41042,5.853169999999994
9,A1 LM,Recruit F9,2907.5,25.14,0.294,7.1,12.48,,2,0.985,8.93,16.03,0.04270928003054123,2.44408,5.701449999999995
9,C LM,Recruit F9,3128.5,20.498,1.505,1.321,6.4785,,2,0.583,5.8180000000000005,7.139,0.02948424648362826,2.54310475,5.007410000000003
9,C LM,Recruit F9,3129.0,19.037,1.451,2.056,7.122,,2,0.571,6.093999999999999,8.15,0.025321865179871283,2.5324869999999997,5.258310000000002
9,C LM,Recruit F9,3129.5,19.16,1.162,2.586,7.607,,2,0.56,6.314,8.9,0.025672291531932963,2.5244845000000002,5.3662399999999995
9,C LM,Recruit F9,3130.0,20.461,1.031,2.503,8.6935,,2,0.548,7.442,9.945,0.02937883367853653,2.5065572499999997,5.0986199999999995
9,C LM,Recruit F9,3130.5,23.425,0.791,4.017,9.9725,,2,0.536,7.964,11.981,0.03782325406480324,2.4854537499999996,5.469779999999999
9,C LM,Recruit F9,3131.0,31.562,0.759,5.805,9.5265,,2,0.524,6.6240000000000006,12.429,0.06100552420078577,2.4928127499999997,5.586950000000001
9,C LM,Recruit F9,3131.5,43.298,0.759,6.603,8.8445,,2,0.512,5.543,12.146,0.09444132637798754,2.50406575,5.176849999999998
